Nome: CAMPO GRANDE
Codigo Estacao: A702
Latitude: -20.44722221
Longitude: -54.72249999
Altitude: 528.47
Situacao: Operante
Data Inicial: 2001-09-09
Data Final: 2025-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);
2019-08-10;0;29.5;16.8;
2019-08-11;0;33.2;16.4;
2019-08-12;0;34.3;17.7;
2019-08-13;0;29;18.5;
2019-08-14;0;27.4;10.9;
2019-08-15;0;29.8;13.2;
2019-08-16;0;32.3;16;
2019-08-17;1.6;33.4;21;
2019-08-18;0;31.5;22;
2019-08-19;0;26.7;17.2;
2019-08-20;0;30.2;17.1;
2019-08-21;0;32.1;17.3;
2019-08-22;0;33.1;20.4;
2019-08-23;0;30.5;17.4;
2019-08-24;0;31.7;17.8;
2019-08-25;0;32.4;17.6;
2019-08-26;0;34.3;19.3;
2019-08-27;0;25.9;17.2;
2019-08-28;0;32.3;16.5;
2019-08-29;0;34.8;21.5;
2019-08-30;0;35.7;22.8;
2019-08-31;0;33.5;22.8;
2019-09-01;4.8;26.9;18.5;
2019-09-02;.8;30;16.4;
2019-09-03;0;31.9;18.5;
2019-09-04;0;33.9;19.5;
2019-09-05;0;35.2;20.8;
2019-09-06;0;37.2;20;
2019-09-07;0;37.5;23.2;
2019-09-08;0;37.8;23.1;
2019-09-09;0;37.3;23.2;
2019-09-10;0;36.9;22.7;
2019-09-11;0;36.9;21.6;
2019-09-12;0;31.2;20.9;
2019-09-13;0;33.1;14.7;
2019-09-14;0;39;18;
2019-09-15;0;39.8;22;
2019-09-16;0;39.2;24;
2019-09-17;0;35.9;22.3;
2019-09-18;0;34.6;19.7;
2019-09-19;0;36;23.3;
2019-09-20;0;36.3;26.5;
2019-09-21;0;31.9;20.9;
2019-09-22;0;32.9;21.4;
2019-09-23;0;33.2;18.6;
2019-09-24;0;32.7;21;
2019-09-25;.2;27.3;19.7;
2019-09-26;10.4;27.7;17.8;
2019-09-27;0;32.5;16;
2019-09-28;0;33.9;20.5;
2019-09-29;0;35.3;22.9;
2019-09-30;0;36.1;23.8;
2019-10-01;0;36.5;25.2;
2019-10-02;0;34.3;25.1;
2019-10-03;0;36.5;18.7;
2019-10-04;0;36.7;22;
2019-10-05;.4;31.5;23.5;
2019-10-06;4.8;22.3;17.7;
2019-10-07;2.4;26.2;17.4;
2019-10-08;0;28.4;18.4;
2019-10-09;0;33.5;20.1;
2019-10-10;0;35.3;21.5;
2019-10-11;0;35.9;22.6;
2019-10-12;0;36.6;21.5;
2019-10-13;0;37.2;22.7;
2019-10-14;2;35.1;21.6;
2019-10-15;0;34.9;22.1;
2019-10-16;.8;34.7;21.2;
2019-10-17;.4;33.2;22.7;
2019-10-18;0;31.3;23.3;
2019-10-19;0;34.1;21.5;
2019-10-20;6.8;34.7;19;
2019-10-21;0;29.4;21.5;
2019-10-22;13.2;27.7;15.4;
2019-10-23;0;33.2;16.3;
2019-10-24;0;36.2;21.2;
2019-10-25;0;38.1;23.8;
2019-10-26;0;36.9;24.4;
2019-10-27;0;36.1;23.6;
2019-10-28;0;36.9;23.7;
2019-10-29;0;36.3;22.3;
2019-10-30;0;38.3;25.1;
2019-10-31;0;39.6;26.2;
2019-11-01;0;37.6;20.4;
2019-11-02;0;37.6;21.9;
2019-11-03;0;36.1;24.9;
2019-11-04;0;35.4;23.9;
2019-11-05;0;37.1;24.7;
2019-11-06;0;32.7;22.9;
2019-11-07;17;32.5;20.5;
2019-11-08;22.8;29.4;21;
2019-11-09;0;30.1;22.2;
2019-11-10;0;32.1;22.7;
2019-11-11;10.4;34;19.7;
2019-11-12;4.6;35;20.8;
2019-11-13;0;33.7;23.7;
2019-11-14;13.6;24.1;21.1;
2019-11-15;10.8;31.1;20.1;
2019-11-16;0;32.9;18.6;
2019-11-17;0;35;19.9;
2019-11-18;0;35.2;24.3;
2019-11-19;0;34.2;22.6;
2019-11-20;0;36;20.8;
2019-11-21;0;35.7;21.1;
2019-11-22;0;34.3;21.2;
2019-11-23;0;33.9;21;
2019-11-24;0;33.9;22.6;
2019-11-25;0;31.7;23.4;
2019-11-26;27;32.2;22;
2019-11-27;.2;26.5;23.5;
2019-11-28;42.6;29.6;21.5;
2019-11-29;0;30.9;22.2;
2019-11-30;.4;33.9;22.5;
2019-12-01;.2;31.5;22.8;
2019-12-02;0;32.2;21.4;
2019-12-03;.8;30.3;21;
2019-12-04;1.8;29.5;21.7;
2019-12-05;48.4;29.6;19.9;
2019-12-06;4.4;27.2;20.1;
2019-12-07;.2;31.6;18.6;
2019-12-08;0;33.3;19.2;
2019-12-09;20.8;27.2;19.9;
2019-12-10;5.8;29.4;20.4;
2019-12-11;2.4;31.1;22.3;
2019-12-12;.4;32.6;22.2;
2019-12-13;1.4;29.8;19.7;
2019-12-14;0;31.9;22.5;
2019-12-15;2.2;32.1;20.9;
2019-12-16;0;32;22.8;
2019-12-17;27.4;28.1;20.6;
2019-12-18;4.4;28.9;20.3;
2019-12-19;5.2;31.6;21.1;
2019-12-20;0;32.8;23.2;
2019-12-21;0;28.7;22;
2019-12-22;31.6;26;18.2;
2019-12-23;.6;31;19.8;
2019-12-24;0;33.4;19.3;
2019-12-25;0;34.7;23.9;
2019-12-26;32.8;32.3;19.5;
2019-12-27;3.2;34;21.4;
2019-12-28;9.6;33.4;21.4;
2019-12-29;41.6;32.6;20.2;
2019-12-30;2;33.8;23.2;
2019-12-31;1.8;33.2;21.8;
2020-01-01;33.6;31.9;19.3;
2020-01-02;1.2;29;22.2;
2020-01-03;6.2;31.3;21.6;
2020-01-04;0;31.6;20.4;
2020-01-05;0;31.5;20.2;
2020-01-06;0;31.2;21.6;
2020-01-07;12;26.4;21.9;
2020-01-08;12.4;28.3;21.5;
2020-01-09;1.6;30.5;22;
2020-01-10;0;32.9;23;
2020-01-11;.4;32.7;23.3;
2020-01-12;12.4;32.2;22.8;
2020-01-13;.8;26.8;21.6;
2020-01-14;.4;33.5;22.2;
2020-01-15;7.8;33.9;23;
2020-01-16;.6;35.1;22.7;
2020-01-17;0;33.4;22.6;
2020-01-18;7.6;33.1;22.2;
2020-01-19;0;33.6;22.7;
2020-01-20;.6;34.8;22.6;
2020-01-21;0;33.8;23.8;
2020-01-22;39.4;29.1;20.2;
2020-01-23;9;28.4;20.7;
2020-01-24;25.6;29.9;20.6;
2020-01-25;0;31.7;20.3;
2020-01-26;0;33.3;20.2;
2020-01-27;0;33.8;22.1;
2020-01-28;0;33;22;
2020-01-29;0;32.2;23.3;
2020-01-30;0;30.4;22.7;
2020-01-31;26.6;29;21.1;
2020-02-01;48;30.1;21.1;
2020-02-02;.2;29.9;21.5;
2020-02-03;20.2;28.6;21.1;
2020-02-04;.2;30.5;22;
2020-02-05;0;28.9;21.7;
2020-02-06;3.2;31.8;21.9;
2020-02-07;2.8;31.7;21.2;
2020-02-08;.6;31.4;20.8;
2020-02-09;3.6;30.9;22.2;
2020-02-10;0;29.6;22.3;
2020-02-11;3;28.5;20.9;
2020-02-12;0;31.4;22.6;
2020-02-13;5;31.1;22.1;
2020-02-14;2;32.3;23.3;
2020-02-15;0;34.2;23.6;
2020-02-16;1.2;32.9;22.8;
2020-02-17;0;33.3;24;
2020-02-18;0;33.6;23.3;
2020-02-19;0;33;21.3;
2020-02-20;21.8;32.2;22.9;
2020-02-21;59.2;27.7;21.9;
2020-02-22;17.6;30.1;18.6;
2020-02-23;0;29.1;18.4;
2020-02-24;0;30.8;21.7;
2020-02-25;2;30.1;22.1;
2020-02-26;34.4;26.1;21.3;
2020-02-27;2.2;29.9;17.3;
2020-02-28;0;31.7;17;
2020-02-29;0;32.1;21.1;
2020-03-01;0;31;18.3;
2020-03-02;0;29.2;19.8;
2020-03-03;0;31.6;20;
2020-03-04;0;31.7;20;
2020-03-05;0;33.2;20.7;
2020-03-06;0;32.4;19.8;
2020-03-07;4.4;33;21.1;
2020-03-08;0;33.3;21.3;
2020-03-09;0;34.3;22.7;
2020-03-10;0;33.5;19.4;
2020-03-11;0;34.4;21;
2020-03-12;0;34.7;23.1;
2020-03-13;0;35.5;23.8;
2020-03-14;0;35.6;22;
2020-03-15;0;31.8;23.3;
2020-03-16;0;32.8;20.9;
2020-03-17;0;33.8;21.9;
2020-03-18;0;33.8;21.4;
2020-03-19;0;32.3;22;
2020-03-20;9.4;28.9;21.2;
2020-03-21;27.8;31.9;20.6;
2020-03-22;0;32.9;21.8;
2020-03-23;0;32.1;22.3;
2020-03-24;0;32.8;17.8;
2020-03-25;0;32.5;23.1;
2020-03-26;0;33.2;23.2;
2020-03-27;0;33.8;23.5;
2020-03-28;0;33.6;22.9;
2020-03-29;34;30.1;22;
2020-03-30;4.6;32.4;21.1;
2020-03-31;0;33.7;21;
2020-04-01;0;34;21.9;
2020-04-02;0;34.5;21.5;
2020-04-03;0;27.4;21.1;
2020-04-04;0;29.4;16.6;
2020-04-05;0;33;19.5;
2020-04-06;0;34.3;22.1;
2020-04-07;44.8;26.3;18;
2020-04-08;0;28.5;16.7;
2020-04-09;0;30.2;16.2;
2020-04-10;0;29.2;16.4;
2020-04-11;0;29.5;17.6;
2020-04-12;0;30.8;19.9;
2020-04-13;0;32.2;20.6;
2020-04-14;45.4;25.9;18.5;
2020-04-15;0;23.9;12.6;
2020-04-16;0;25.8;11.9;
2020-04-17;0;29.5;14.1;
2020-04-18;0;30.7;17;
2020-04-19;0;31.2;19;
2020-04-20;0;31.3;20.1;
2020-04-21;0;31.9;20.7;
2020-04-22;0;31.1;18;
2020-04-23;0;31.7;17.7;
2020-04-24;0;31.4;19.7;
2020-04-25;0;31.4;22;
2020-04-26;0;32.5;21.9;
2020-04-27;0;30.8;15.4;
2020-04-28;0;31.4;20.6;
2020-04-29;0;32.2;20.3;
2020-04-30;0;31.8;19.8;
2020-05-01;0;31.4;20.1;
2020-05-02;0;31.2;15.7;
2020-05-03;0;31.2;20.1;
2020-05-04;0;31.2;20.9;
2020-05-05;0;31.9;20.4;
2020-05-06;21.4;24.5;18.5;
2020-05-07;3.2;20.5;9.2;
2020-05-08;0;25;9.3;
2020-05-09;0;27.5;12.4;
2020-05-10;0;29.2;17.3;
2020-05-11;0;30;19.9;
2020-05-12;21.2;24.7;17.9;
2020-05-13;105;22;18.6;
2020-05-14;2.6;22.5;18.6;
2020-05-15;0;24.3;13.8;
2020-05-16;0;26.3;13.9;
2020-05-17;0;27.2;14.3;
2020-05-18;0;28.1;16.1;
2020-05-19;0;30.4;16.9;
2020-05-20;0;29.8;18.3;
2020-05-21;0;30.3;21;
2020-05-22;0;28.3;21.6;
2020-05-23;29;16.4;11.7;
2020-05-24;0;19.4;9.4;
2020-05-25;.2;23.1;7.1;
2020-05-26;0;23.1;9.2;
2020-05-27;0;26.7;9.4;
2020-05-28;0;26.5;12;
2020-05-29;0;28.4;13.5;
2020-05-30;0;31.1;14.9;
2020-05-31;0;30.1;18.4;
2020-06-01;0;26.9;17.8;
2020-06-02;3;20.6;15.1;
2020-06-03;16.6;21.6;14.2;
2020-06-04;3;25.3;16.7;
2020-06-05;.2;28.1;18.6;
2020-06-06;0;21.1;14.3;
2020-06-07;.2;29.1;14.9;
2020-06-08;0;30.4;19.9;
2020-06-09;0;30.2;20.2;
2020-06-10;0;29.9;20.4;
2020-06-11;0;30.2;18.8;
2020-06-12;0;29.4;20;
2020-06-13;0;30;19.1;
2020-06-14;0;29.9;19.3;
2020-06-15;0;28.2;20.2;
2020-06-16;0;28.6;18.8;
2020-06-17;0;28.3;19.3;
2020-06-18;0;28.7;18.7;
2020-06-19;0;29.4;16.4;
2020-06-20;0;29.8;18.4;
2020-06-21;0;29.3;18;
2020-06-22;0;30.5;17.7;
2020-06-23;0;28.9;17.3;
2020-06-24;0;29;18.1;
2020-06-25;0;29;19.4;
2020-06-26;.8;22.4;15.4;
2020-06-27;11.8;18.8;14.2;
2020-06-28;5.4;21.5;14.7;
2020-06-29;.2;27.8;15.7;
2020-06-30;0;28.3;18.6;
2020-07-01;.2;24.1;13.8;
2020-07-02;0;21;9.1;
2020-07-03;0;24.2;9.4;
2020-07-04;0;28;12.5;
2020-07-05;0;30.6;18.3;
2020-07-06;0;29.2;19.8;
2020-07-07;0;30.4;18.1;
2020-07-08;0;23.7;14.4;
2020-07-09;.2;22.8;11.4;
2020-07-10;0;29.1;11.8;
2020-07-11;0;29.1;18.3;
2020-07-12;0;30.2;18.4;
2020-07-13;0;30.5;17.1;
2020-07-14;0;28.7;18.4;
2020-07-15;3.2;31;18.4;
2020-07-16;.4;31.1;20.6;
2020-07-17;0;31.5;17.8;
2020-07-18;0;31;20.2;
2020-07-19;0;30.2;19.8;
2020-07-20;0;29.9;18.3;
2020-07-21;0;29.6;17.1;
2020-07-22;0;30.3;15.7;
2020-07-23;0;31.1;17.1;
2020-07-24;0;31.5;18.5;
2020-07-25;0;23.5;11.6;
2020-07-26;0;30.4;11.6;
2020-07-27;0;30.7;18;
2020-07-28;0;30.7;16;
2020-07-29;0;25.1;13;
2020-07-30;0;27.9;12.2;
2020-07-31;0;28.9;17.1;
2020-08-01;0;30.1;18.9;
2020-08-02;0;29.6;19;
2020-08-03;0;29.9;19;
2020-08-04;0;30;15.2;
2020-08-05;0;30.4;18.6;
2020-08-06;0;30.6;18.7;
2020-08-07;0;30.7;18.8;
2020-08-08;0;31.1;18.6;
2020-08-09;0;31.3;18.3;
2020-08-10;0;31.4;19.9;
2020-08-11;0;33.3;16.7;
2020-08-12;0;31.3;21.2;
2020-08-13;0;32.2;18.3;
2020-08-14;0;34.5;21.9;
2020-08-15;0;34.1;22.8;
2020-08-16;4.8;28.4;20.1;
2020-08-17;9.6;29.2;18.5;
2020-08-18;0;31.9;18.8;
2020-08-19;0;25.6;20.2;
2020-08-20;13.2;16;14.7;
2020-08-21;null;10.8;6.2;
2020-08-22;null;20;5.9;
2020-08-23;0;27.3;10.1;
2020-08-24;0;32.6;15;
2020-08-25;0;33.7;19.6;
2020-08-26;0;34.7;20.5;
2020-08-27;0;35.4;23;
2020-08-28;0;36;23.1;
2020-08-29;0;36.7;22.4;
2020-08-30;0;36.1;16.9;
2020-08-31;0;37.5;20.9;
2020-09-01;0;36.8;23.1;
2020-09-02;0;35.2;21.1;
2020-09-03;0;34.4;18.8;
2020-09-04;0;35.4;19.5;
2020-09-05;0;36.7;21.7;
2020-09-06;0;35.6;21.9;
2020-09-07;0;37.4;20.6;
2020-09-08;0;36;17.9;
2020-09-09;0;38;17.6;
2020-09-10;0;38.7;22.3;
2020-09-11;0;38.1;22.1;
2020-09-12;0;38.1;23.7;
2020-09-13;0;37.9;22.7;
2020-09-14;0;37.3;24.5;
2020-09-15;0;36.6;19.5;
2020-09-16;0;36.8;20.1;
2020-09-17;0;35.3;22;
2020-09-18;0;33.4;21.5;
2020-09-19;0;32.3;22;
2020-09-20;0;30.6;19.5;
2020-09-21;0;26.3;18.6;
2020-09-22;8.4;25.1;17.7;
2020-09-23;0;32.5;18;
2020-09-24;0;35.5;21.9;
2020-09-25;0;37.7;21.2;
2020-09-26;0;38.8;25.5;
2020-09-27;0;36.2;27.1;
2020-09-28;0;35.1;22.5;
2020-09-29;0;38.8;22.4;
2020-09-30;0;40.8;22.9;
2020-10-01;0;40.7;24.4;
2020-10-02;0;39.6;24.9;
2020-10-03;0;40.2;24.6;
2020-10-04;0;40.3;24.2;
2020-10-05;0;41;26.5;
2020-10-06;0;39.9;24.8;
2020-10-07;0;40.3;24.3;
2020-10-08;9.4;37.8;23.7;
2020-10-09;0;38.2;26.6;
2020-10-10;0;35.1;24;
2020-10-11;0;36;23;
2020-10-12;0;33.4;23;
2020-10-13;0;34.8;22.8;
2020-10-14;0;38.6;23.7;
2020-10-15;13.4;27.6;20.3;
2020-10-16;50.6;31.4;18.9;
2020-10-17;0;33.6;20.5;
2020-10-18;0;33.6;23.3;
2020-10-19;1;33.2;20.3;
2020-10-20;0;32.3;20.9;
2020-10-21;5;33.3;20.4;
2020-10-22;2;33.1;20.8;
2020-10-23;0;30.2;24.1;
2020-10-24;0;31.7;20.5;
2020-10-25;0;33.7;19.4;
2020-10-26;0;28.3;23.8;
2020-10-27;34.6;29.3;16.4;
2020-10-28;0;32.8;19.8;
2020-10-29;32.4;27;19.5;
2020-10-30;2;26.2;18.2;
2020-10-31;0;29;18.7;
2020-11-01;0;30.3;19.1;
2020-11-02;0;30.9;18.1;
2020-11-03;0;31.3;19.6;
2020-11-04;0;33;18.4;
2020-11-05;0;34;18;
2020-11-06;0;36;17.8;
2020-11-07;0;37;23.2;
2020-11-08;0;37.3;23.1;
2020-11-09;1;33.2;25.5;
2020-11-10;21;28.4;19.1;
2020-11-11;33.8;28.6;19.1;
2020-11-12;0;29.5;18.3;
2020-11-13;0;31;19.5;
2020-11-14;20.4;32.3;17.8;
2020-11-15;0;32.3;21.9;
2020-11-16;.8;32.6;20.3;
2020-11-17;0;32.5;22.4;
2020-11-18;4.4;32.2;21;
2020-11-19;9.4;28.2;16.5;
2020-11-20;0;31.3;15.9;
2020-11-21;0;32.4;18.9;
2020-11-22;0;33.7;19.3;
2020-11-23;0;35.2;21.7;
2020-11-24;0;35.4;24.1;
2020-11-25;0;34.9;22.4;
2020-11-26;0;35.6;23.2;
2020-11-27;0;34.4;19.7;
2020-11-28;0;35.8;21.8;
2020-11-29;0;36.9;23.7;
2020-11-30;.6;35.5;23.8;
2020-12-01;9;33.2;20.8;
2020-12-02;0;34.6;20.8;
2020-12-03;0;34.3;22.6;
2020-12-04;4;33.3;19.4;
2020-12-05;41.4;25.3;19.9;
2020-12-06;2.4;27.4;19.7;
2020-12-07;1.4;29.6;21.1;
2020-12-08;0;32.2;20.3;
2020-12-09;0;33.4;19.2;
2020-12-10;0;34.4;18.9;
2020-12-11;0;31.8;18.9;
2020-12-12;.2;32.2;20.1;
2020-12-13;3.8;32.5;21.8;
2020-12-14;2.4;26.7;20.3;
2020-12-15;15.4;31.9;20.3;
2020-12-16;.4;33.1;21.3;
2020-12-17;.2;34.2;22.4;
2020-12-18;0;34.6;22.3;
2020-12-19;.6;34.1;23.2;
2020-12-20;0;35.2;24.1;
2020-12-21;0;34.1;23;
2020-12-22;3;32.2;20.9;
2020-12-23;0;34.6;21.4;
2020-12-24;0;35.9;22.3;
2020-12-25;1.6;34.8;23;
2020-12-26;0;34.8;21.5;
2020-12-27;0;31.1;20.3;
2020-12-28;1.2;32.7;21.1;
2020-12-29;.4;32.6;22.5;
2020-12-30;12.8;31.3;19.6;
2020-12-31;5.2;27.3;21;
2021-01-01;0;31.9;21.2;
2021-01-02;0;34.9;20;
2021-01-03;0;33.6;21.7;
2021-01-04;1.4;30.4;20.9;
2021-01-05;35.8;29.6;19.7;
2021-01-06;26.4;29.7;20.5;
2021-01-07;22.6;27.9;20.1;
2021-01-08;1;30.9;20.7;
2021-01-09;10.2;33.1;21.1;
2021-01-10;0;31.6;21.7;
2021-01-11;0;33;20.9;
2021-01-12;0;30.9;23.2;
2021-01-13;32.8;28.4;21;
2021-01-14;70;30.4;21.4;
2021-01-15;.8;27.8;21.8;
2021-01-16;22;27.4;21.4;
2021-01-17;5;27.2;21.9;
2021-01-18;7.2;24.7;21.7;
2021-01-19;12.8;26.7;21.8;
2021-01-20;28.8;26.5;20.6;
2021-01-21;.2;31.2;22;
2021-01-22;.6;29.1;20.6;
2021-01-23;8.2;32.6;19.8;
2021-01-24;10.4;31.3;19.9;
2021-01-25;0;29.1;21.1;
2021-01-26;0;32.3;21.2;
2021-01-27;4.2;28.9;22.6;
2021-01-28;58;28.2;20.9;
2021-01-29;16.6;28.4;21.1;
2021-01-30;2.2;27.5;22.5;
2021-01-31;6.4;30;22;
2021-02-01;3.6;31.3;20.7;
2021-02-02;0;32.1;22.9;
2021-02-03;.2;33;21.7;
2021-02-04;.8;29.5;21.6;
2021-02-05;4.8;27.8;19.2;
2021-02-06;0;28.4;17.1;
2021-02-07;0;30.4;16.7;
2021-02-08;0;32.1;18.1;
2021-02-09;0;31.3;18.9;
2021-02-10;0;32.1;21.9;
2021-02-11;4.2;30.5;20;
2021-02-12;16.6;28.8;19.1;
2021-02-13;0;30.9;19.5;
2021-02-14;0;29.8;20.8;
2021-02-15;19.4;28.1;19.7;
2021-02-16;27;24.4;19.5;
2021-02-17;16.6;30.6;17.7;
2021-02-18;.4;31.4;19.4;
2021-02-19;0;31.9;17.5;
2021-02-20;0;32.2;17.4;
2021-02-21;0;33.6;18.7;
2021-02-22;0;33.5;19.6;
2021-02-23;0;33.3;21.4;
2021-02-24;11.8;34;21.1;
2021-02-25;.8;33;21.7;
2021-02-26;4;31.3;19.7;
2021-02-27;6;32.2;20;
2021-02-28;0;32.4;21.2;
2021-03-01;0;30.5;20.4;
2021-03-02;.4;30.4;21.5;
2021-03-03;13.6;29.2;21;
2021-03-04;2.2;27.5;20.6;
2021-03-05;3.4;26;21;
2021-03-06;5.8;29.5;20;
2021-03-07;0;29.6;19.3;
2021-03-08;.2;31.2;19.6;
2021-03-09;0;32.1;17.3;
2021-03-10;0;31.8;19.4;
2021-03-11;0;31.8;17.4;
2021-03-12;0;32.9;19.8;
2021-03-13;0;33.8;20.8;
2021-03-14;12.6;31.9;19.5;
2021-03-15;.4;32.8;19.7;
2021-03-16;8;30.9;21;
2021-03-17;1;31.1;22.4;
2021-03-18;3.6;30.7;20.5;
2021-03-19;0;31.8;21;
2021-03-20;11.4;31.3;20.8;
2021-03-21;.2;31.6;22;
2021-03-22;1.2;33.4;22.1;
2021-03-23;0;33.2;19.6;
2021-03-24;.8;33.3;19.5;
2021-03-25;.2;33.3;20.8;
2021-03-26;0;33;20.4;
2021-03-27;0;33;19.5;
2021-03-28;0;33.1;19.2;
2021-03-29;0;32.2;20.8;
2021-03-30;0;31.5;19.9;
2021-03-31;0;29.9;20.7;
2021-04-01;0;31;19.8;
2021-04-02;0;32.5;21.3;
2021-04-03;0;33.5;22.2;
2021-04-04;0;33.3;23.3;
2021-04-05;0;30.4;22.2;
2021-04-06;0;34;22.1;
2021-04-07;0;30.9;19.3;
2021-04-08;0;33.7;22;
2021-04-09;0;32.7;21.8;
2021-04-10;0;33;21.7;
2021-04-11;0;33.2;21.5;
2021-04-12;0;32.8;20.2;
2021-04-13;10;32.2;20.2;
2021-04-14;.8;30.8;20.6;
2021-04-15;.4;33.4;22.5;
2021-04-16;31;31.9;19.4;
2021-04-17;10.8;29.3;18;
2021-04-18;.2;30.2;17.9;
2021-04-19;0;30.8;18.3;
2021-04-20;0;30;19.7;
2021-04-21;0;29.5;19.9;
2021-04-22;0;30.4;18.2;
2021-04-23;0;30.6;19.8;
2021-04-24;0;31.3;20.3;
2021-04-25;.2;26;17.9;
2021-04-26;.2;27.1;16.8;
2021-04-27;0;27.2;14;
2021-04-28;0;28.1;14.3;
2021-04-29;0;29.5;14.4;
2021-04-30;0;28.4;17.7;
2021-05-01;0;32.3;14.5;
2021-05-02;0;31.9;18.6;
2021-05-03;2.6;32.8;20.7;
2021-05-04;0;32.7;21;
2021-05-05;0;32.5;16.8;
2021-05-06;.6;23.6;15;
2021-05-07;.4;20.8;13.5;
2021-05-08;0;29.4;12.8;
2021-05-09;0;31.1;18.6;
2021-05-10;0;30.8;16.7;
2021-05-11;0;32;16.8;
2021-05-12;0;25.6;17.9;
2021-05-13;0;24.6;16.7;
2021-05-14;0;29;18.3;
2021-05-15;0;31.1;17.9;
2021-05-16;0;31.4;20.4;
2021-05-17;0;32.3;19.5;
2021-05-18;0;31.1;18.3;
2021-05-19;0;32;18.7;
2021-05-20;0;31.8;17.3;
2021-05-21;0;31.6;19.6;
2021-05-22;1;26.3;20.2;
2021-05-23;15.8;21.7;15.7;
2021-05-24;0;22.5;10.5;
2021-05-25;0;29;12.9;
2021-05-26;0;30.8;16.5;
2021-05-27;0;32.4;18.4;
2021-05-28;0;30.7;20.7;
2021-05-29;0;30.2;21.6;
2021-05-30;0;30.3;17.8;
2021-05-31;0;28.6;18.9;
2021-06-01;13.6;28.7;18.5;
2021-06-02;.2;31;18;
2021-06-03;0;32.7;18.9;
2021-06-04;0;32.2;20.7;
2021-06-05;0;31.7;19.8;
2021-06-06;0;30.7;20.5;
2021-06-07;0;29.2;19.2;
2021-06-08;.6;23.8;19;
2021-06-09;22.6;26.1;17.7;
2021-06-10;2;21.5;18.3;
2021-06-11;26.2;22.7;13.5;
2021-06-12;0;25.1;13.5;
2021-06-13;0;25.8;10.9;
2021-06-14;0;27.9;14.8;
2021-06-15;0;27.8;13.8;
2021-06-16;0;25.8;14;
2021-06-17;0;23.1;13.6;
2021-06-18;0;26.6;14.4;
2021-06-19;0;22.6;14.8;
2021-06-20;0;24.8;11.4;
2021-06-21;0;28.6;13.7;
2021-06-22;0;28.5;16;
2021-06-23;0;30.5;19.3;
2021-06-24;0;29.8;21.3;
2021-06-25;0;30.4;17.6;
2021-06-26;0;31.5;19;
2021-06-27;0;27.9;19.1;
2021-06-28;0;15.1;10;
2021-06-29;null;null;null;
2021-06-30;null;null;null;
2021-07-01;null;23.4;null;
2021-07-02;0;28.2;10.5;
2021-07-03;0;29;10;
2021-07-04;0;28.9;15;
2021-07-05;0;29.7;16.5;
2021-07-06;0;28.3;16;
2021-07-07;0;29.3;15.9;
2021-07-08;0;28;15.3;
2021-07-09;0;29.6;17.4;
2021-07-10;0;30.9;18.6;
2021-07-11;0;30.1;14;
2021-07-12;0;30.7;18.2;
2021-07-13;0;31.3;17.9;
2021-07-14;0;32;16.6;
2021-07-15;0;31.3;18.6;
2021-07-16;0;29.2;17.1;
2021-07-17;0;27.5;18.5;
2021-07-18;1.6;20.8;12.7;
2021-07-19;null;18.9;7.6;
2021-07-20;0;24.4;5.9;
2021-07-21;0;28.6;11.9;
2021-07-22;0;31.7;12.1;
2021-07-23;0;32.5;16.4;
2021-07-24;0;32.5;20.3;
2021-07-25;0;32.6;20;
2021-07-26;0;32.4;20.3;
2021-07-27;0;25.5;20.2;
2021-07-28;.2;14.3;5.3;
2021-07-29;null;null;null;
2021-07-30;null;22.4;7.1;
2021-07-31;0;28.1;9.4;
2021-08-01;0;28.9;12.6;
2021-08-02;0;27.7;14.5;
2021-08-03;0;28.6;13.8;
2021-08-04;0;25.9;15.5;
2021-08-05;0;27.1;12.2;
2021-08-06;0;32.2;17.2;
2021-08-07;0;32.4;19.8;
2021-08-08;0;32.6;20.5;
2021-08-09;0;33.6;21.2;
2021-08-10;0;32.9;19.8;
2021-08-11;0;27.1;11.4;
2021-08-12;0;28.9;12.7;
2021-08-13;0;31.3;13;
2021-08-14;0;31.7;15.3;
2021-08-15;0;34.5;16.2;
2021-08-16;0;34.5;17.8;
2021-08-17;0;36.8;19.1;
2021-08-18;0;36.5;21.1;
2021-08-19;0;35.4;22.6;
2021-08-20;0;34.4;19.8;
2021-08-21;0;35.5;19.1;
2021-08-22;0;35.1;23.2;
2021-08-23;0;35.2;22.8;
2021-08-24;0;36.1;21.9;
2021-08-25;0;36.3;23.1;
2021-08-26;0;30;16.3;
2021-08-27;0;27.8;14.9;
2021-08-28;27.2;26.9;15.4;
2021-08-29;7;27.4;18.4;
2021-08-30;0;30.1;17.9;
2021-08-31;0;32.6;19.5;
2021-09-01;0;34.1;20.4;
2021-09-02;0;35.5;22.7;
2021-09-03;0;36.2;22;
2021-09-04;0;36.8;19.8;
2021-09-05;0;34;21;
2021-09-06;0;36.7;22.4;
2021-09-07;0;38;24.5;
2021-09-08;0;36.2;24;
2021-09-09;10.4;25.1;16.8;
2021-09-10;7.8;26;14.8;
2021-09-11;0;31.9;17.1;
2021-09-12;0;36.3;21.1;
2021-09-13;0;34.5;24.3;
2021-09-14;0;35.3;24.6;
